"locus","n_taxa","aitchison_var"
"GALGAL_R08501.c123.linsi",351,0.0120574115244097
"GALGAL_R08502.c123.linsi",15,0.0250410975488144
"GALGAL_R08503.c123.linsi",356,0.00718600570304967
"GALGAL_R08504.c123.linsi",355,0.00837254216088132
"GALGAL_R08505.c123.linsi",358,0.0328984611648592
"GALGAL_R08506.c123.linsi",296,0.00184491264739363
"GALGAL_R08507.c123.linsi",336,0.0104583574251042
"GALGAL_R08508.c123.linsi",311,0.00776497992105982
"GALGAL_R08509.c123.linsi",318,0.00307232281288336
"GALGAL_R08510.c123.linsi",313,0.00450464533037198
"GALGAL_R08511.c123.linsi",337,0.00246221516489741
"GALGAL_R08512.c123.linsi",351,0.00239196573646245
"GALGAL_R08513.c123.linsi",342,0.00653340282082509
"GALGAL_R08515.c123.linsi",311,0.0041715742578546
"GALGAL_R08516.c123.linsi",238,0.00537424023340476
"GALGAL_R08517.c123.linsi",7,0.0187805004720565
"GALGAL_R08518.c123.linsi",280,0.00761841776626803
"GALGAL_R08519.c123.linsi",241,0.0223894982968592
"GALGAL_R08520.c123.linsi",69,0.0103586470887291
"GALGAL_R08521.c123.linsi",254,0.00907710147560688
"GALGAL_R08522.c123.linsi",215,0.0136665503544776
"GALGAL_R08524.c123.linsi",139,0.0339183577630252
"GALGAL_R08525.c123.linsi",254,0.0151273160615586
"GALGAL_R08526.c123.linsi",9,0.00239705362161848
"GALGAL_R08527.c123.linsi",15,0.00933527484890424
"GALGAL_R08529.c123.linsi",354,0.0127630665710837
"GALGAL_R08530.c123.linsi",333,0.0822418324656651
"GALGAL_R08531.c123.linsi",342,0.0104332881711452
"GALGAL_R08532.c123.linsi",15,0.00515361514184936
"GALGAL_R08534.c123.linsi",272,0.00223299877838904
"GALGAL_R08535.c123.linsi",359,0.0194747960596535
"GALGAL_R08536.c123.linsi",322,0.0229818035243194
"GALGAL_R08537.c123.linsi",97,0.0101567559451516
"GALGAL_R08538.c123.linsi",321,0.0179422014903584
"GALGAL_R08539.c123.linsi",72,0.00982491622249424
"GALGAL_R08540.c123.linsi",308,0.0295417823459822
"GALGAL_R08542.c123.linsi",359,0.0647405125535893
"GALGAL_R08543.c123.linsi",313,0.00475451339379543
"GALGAL_R08544.c123.linsi",55,0.0182658852140403
"GALGAL_R08547.c123.linsi",5,0.0275465430538169
"GALGAL_R08548.c123.linsi",362,0.00346699489523638
"GALGAL_R08549.c123.linsi",7,0.00252612216627104
"GALGAL_R08551.c123.linsi",5,0.00831300424279744
"GALGAL_R08552.c123.linsi",239,0.0187324783025195
"GALGAL_R08553.c123.linsi",4,0.0111992082813851
"GALGAL_R08554.c123.linsi",12,0.00842524395275531
"GALGAL_R08555.c123.linsi",194,0.0358807139664698
"GALGAL_R08556.c123.linsi",212,0.0725843033567259
"GALGAL_R08558.c123.linsi",346,0.00947876570449173
"GALGAL_R08559.c123.linsi",340,0.00576094703074122
"GALGAL_R08560.c123.linsi",337,0.00530789791737244
"GALGAL_R08561.c123.linsi",190,0.00177876574774456
"GALGAL_R08562.c123.linsi",358,0.0230052409742822
"GALGAL_R08563.c123.linsi",324,0.0306061857072497
"GALGAL_R08564.c123.linsi",153,0.0422696104905608
"GALGAL_R08565.c123.linsi",320,0.00793508574076272
"GALGAL_R08566.c123.linsi",5,0.00564053017991165
"GALGAL_R08567.c123.linsi",26,0.00679314971835195
"GALGAL_R08570.c123.linsi",32,0.00566263422538225
"GALGAL_R08571.c123.linsi",116,0.00716059897431297
"GALGAL_R08573.c123.linsi",11,0.00200312592073154
"GALGAL_R08574.c123.linsi",51,0.00143234679892073
"GALGAL_R08575.c123.linsi",311,0.0115544164424868
"GALGAL_R08576.c123.linsi",114,0.0444415595668048
"GALGAL_R08578.c123.linsi",350,0.00431619748104857
"GALGAL_R08579.c123.linsi",329,0.00837664544658355
"GALGAL_R08581.c123.linsi",357,0.00756452732908763
"GALGAL_R08582.c123.linsi",358,0.00534891419360945
"GALGAL_R08583.c123.linsi",304,0.0136298590221642
"GALGAL_R08584.c123.linsi",227,0.0384251162301681
"GALGAL_R08588.c123.linsi",250,0.00476299363736439
"GALGAL_R08589.c123.linsi",339,0.0118517839799808
"GALGAL_R08590.c123.linsi",280,0.0107966032387676
"GALGAL_R08591.c123.linsi",360,0.00573457196525006
"GALGAL_R08592.c123.linsi",352,0.00474765018786156
"GALGAL_R08593.c123.linsi",295,0.0846429761864711
"GALGAL_R08594.c123.linsi",37,0.0433330184702113
"GALGAL_R08595.c123.linsi",276,0.0447093841468405
"GALGAL_R08596.c123.linsi",334,0.0775058651402055
"GALGAL_R08597.c123.linsi",335,0.0770457971098963
"GALGAL_R08598.c123.linsi",343,0.0764529320296306
"GALGAL_R08599.c123.linsi",353,0.0482171012765291
"GALGAL_R08600.c123.linsi",322,0.0144061447109396
"GALGAL_R08604.c123.linsi",313,0.0139978228082962
"GALGAL_R08605.c123.linsi",276,0.00826294367429136
"GALGAL_R08606.c123.linsi",265,0.02942669415469
"GALGAL_R08607.c123.linsi",322,0.00665963628352379
"GALGAL_R08608.c123.linsi",194,0.007898670461585
"GALGAL_R08609.c123.linsi",352,0.004698005875876
"GALGAL_R08610.c123.linsi",272,0.0106115466625326
"GALGAL_R08611.c123.linsi",318,0.00380396628912258
"GALGAL_R08612.c123.linsi",332,0.00193390195531458
"GALGAL_R08613.c123.linsi",360,0.0131659598300131
"GALGAL_R08614.c123.linsi",348,0.0132488602468692
"GALGAL_R08615.c123.linsi",337,0.00748994580512055
"GALGAL_R08616.c123.linsi",358,0.00247444491439678
"GALGAL_R08617.c123.linsi",349,0.00296606344034263
"GALGAL_R08618.c123.linsi",358,0.00705450690113714
"GALGAL_R08619.c123.linsi",363,0.00360141213845655
"GALGAL_R08620.c123.linsi",279,0.00300484851830465
"GALGAL_R08621.c123.linsi",325,0.00217256120045699
"GALGAL_R08622.c123.linsi",357,0.00791906461612728
"GALGAL_R08623.c123.linsi",252,0.000523601236409741
"GALGAL_R08624.c123.linsi",256,0.0385544012926511
"GALGAL_R08625.c123.linsi",276,0.00250536122751199
"GALGAL_R08626.c123.linsi",254,0.00306508898633689
"GALGAL_R08627.c123.linsi",362,0.0251016419972288
"GALGAL_R08628.c123.linsi",342,0.00271039319877205
"GALGAL_R08629.c123.linsi",347,0.00861168497884453
"GALGAL_R08630.c123.linsi",318,0.0465626642996091
"GALGAL_R08631.c123.linsi",191,0.00125824111968233
"GALGAL_R08632.c123.linsi",359,0.00332369916501942
"GALGAL_R08633.c123.linsi",344,0.00513474776317408
"GALGAL_R08634.c123.linsi",309,0.000854556910282048
"GALGAL_R08635.c123.linsi",327,0.00291945401534681
"GALGAL_R08636.c123.linsi",358,0.00265728155592716
"GALGAL_R08637.c123.linsi",355,0.00312575085744121
"GALGAL_R08638.c123.linsi",358,0.0036702867761825
"GALGAL_R08639.c123.linsi",326,0.0171310158341122
"GALGAL_R08640.c123.linsi",333,0.00226874655178631
"GALGAL_R08641.c123.linsi",279,0.0307482190470174
"GALGAL_R08642.c123.linsi",362,0.0105306072074832
"GALGAL_R08643.c123.linsi",344,0.00427935578237605
"GALGAL_R08644.c123.linsi",300,0.0042753303721711
"GALGAL_R08645.c123.linsi",362,0.0186927050448794
"GALGAL_R08646.c123.linsi",344,0.0010097480533014
"GALGAL_R08647.c123.linsi",190,0.00117764058418963
"GALGAL_R08648.c123.linsi",341,0.00548660471190397
"GALGAL_R08649.c123.linsi",329,0.00803636900567054
"GALGAL_R08650.c123.linsi",338,0.00235663297057128
"GALGAL_R08651.c123.linsi",342,0.00490658806903958
"GALGAL_R08652.c123.linsi",346,0.000884051055283069
"GALGAL_R08653.c123.linsi",332,0.00349781481674355
"GALGAL_R08654.c123.linsi",282,0.00391952881368399
"GALGAL_R08655.c123.linsi",347,0.0306929526284135
"GALGAL_R08656.c123.linsi",326,0.0458950879234185
"GALGAL_R08657.c123.linsi",317,0.00154069985120078
"GALGAL_R08658.c123.linsi",349,0.0428809721170902
"GALGAL_R08659.c123.linsi",347,0.0142573248845049
"GALGAL_R08660.c123.linsi",329,0.0261201784428484
"GALGAL_R08661.c123.linsi",19,0.00547072809697012
"GALGAL_R08662.c123.linsi",50,0.00505423271311031
"GALGAL_R08663.c123.linsi",9,0.018137428098312
"GALGAL_R08664.c123.linsi",28,0.0217174953840215
"GALGAL_R08665.c123.linsi",348,0.0390719813653707
"GALGAL_R08666.c123.linsi",328,0.0110902653045016
"GALGAL_R08667.c123.linsi",329,0.00316823430913749
"GALGAL_R08668.c123.linsi",340,0.00891285092955901
"GALGAL_R08669.c123.linsi",331,0.00272610894970589
"GALGAL_R08670.c123.linsi",269,0.00142296891151618
"GALGAL_R08671.c123.linsi",343,0.00569657496715069
"GALGAL_R08672.c123.linsi",354,0.00134492053777956
"GALGAL_R08673.c123.linsi",356,0.0138123140446715
"GALGAL_R08674.c123.linsi",361,0.0107914854696146
"GALGAL_R08675.c123.linsi",342,0.00577774840148668
"GALGAL_R08676.c123.linsi",325,0.00687849470888083
"GALGAL_R08677.c123.linsi",358,0.00478125363375534
"GALGAL_R08678.c123.linsi",263,0.0036099231313461
"GALGAL_R08679.c123.linsi",357,0.00246926197256731
"GALGAL_R08680.c123.linsi",299,0.00918872574151122
"GALGAL_R08681.c123.linsi",359,0.00741351551539965
"GALGAL_R08682.c123.linsi",4,0.0565683990984692
"GALGAL_R08683.c123.linsi",353,0.00176506551098645
"GALGAL_R08684.c123.linsi",357,0.0120755130618517
"GALGAL_R08685.c123.linsi",358,0.0166878726343101
"GALGAL_R08686.c123.linsi",344,0.00395144904535333
"GALGAL_R08687.c123.linsi",318,0.00100401434872163
"GALGAL_R08688.c123.linsi",350,0.0162926296568598
"GALGAL_R08689.c123.linsi",330,0.00199375027991057
"GALGAL_R08691.c123.linsi",322,0.000540154053585311
"GALGAL_R08692.c123.linsi",340,0.0019737651160556
"GALGAL_R08693.c123.linsi",359,0.00622508197625209
"GALGAL_R08694.c123.linsi",349,0.00470512444505598
"GALGAL_R08695.c123.linsi",298,0.00998513264481693
"GALGAL_R08696.c123.linsi",315,0.00377170406923496
"GALGAL_R08697.c123.linsi",356,0.00372274393700001
"GALGAL_R08698.c123.linsi",359,0.00306219376225464
"GALGAL_R08699.c123.linsi",332,0.00198544777631988
"GALGAL_R08700.c123.linsi",362,0.00363898039758587
"GALGAL_R08701.c123.linsi",337,0.0183618090953763
"GALGAL_R08702.c123.linsi",326,0.00337875977523519
"GALGAL_R08703.c123.linsi",333,0.0192322297207155
"GALGAL_R08704.c123.linsi",317,0.00742921353376572
"GALGAL_R08705.c123.linsi",329,0.00893387625204286
"GALGAL_R08706.c123.linsi",312,0.00789058133252099
"GALGAL_R08707.c123.linsi",315,0.00785551923608426
"GALGAL_R08708.c123.linsi",357,0.0170031763880705
"GALGAL_R08709.c123.linsi",358,0.00193059379639641
"GALGAL_R08710.c123.linsi",357,0.00511221271477614
"GALGAL_R08711.c123.linsi",314,0.00121189936089904
"GALGAL_R08712.c123.linsi",325,0.000706447003338849
"GALGAL_R08713.c123.linsi",358,0.00701513740485466
"GALGAL_R08714.c123.linsi",255,0.00977916020973855
"GALGAL_R08715.c123.linsi",359,0.00576154756343045
"GALGAL_R08716.c123.linsi",339,0.0182323680195009
"GALGAL_R08717.c123.linsi",327,0.00379216631981062
"GALGAL_R08718.c123.linsi",351,0.00652302938210167
"GALGAL_R08719.c123.linsi",326,0.00245994124092778
"GALGAL_R08720.c123.linsi",346,0.00183648180132365
"GALGAL_R08721.c123.linsi",355,0.00759101061987472
"GALGAL_R08722.c123.linsi",341,0.00637569371732488
"GALGAL_R08723.c123.linsi",327,0.00150358502306359
"GALGAL_R08724.c123.linsi",310,0.00234954555315986
"GALGAL_R08725.c123.linsi",324,0.00523168806204454
"GALGAL_R08726.c123.linsi",320,0.0030657994402988
"GALGAL_R08727.c123.linsi",361,0.00459789388954964
"GALGAL_R08728.c123.linsi",341,0.0111769583880263
"GALGAL_R08729.c123.linsi",248,0.00174733920809681
"GALGAL_R08730.c123.linsi",305,0.00112842890109242
"GALGAL_R08731.c123.linsi",317,0.0066325800322372
"GALGAL_R08732.c123.linsi",350,0.00323162174565881
"GALGAL_R08733.c123.linsi",339,0.00501890912203988
"GALGAL_R08734.c123.linsi",351,0.00907484034223787
"GALGAL_R08735.c123.linsi",351,0.0071293080437512
"GALGAL_R08736.c123.linsi",320,0.00557242138906679
"GALGAL_R08737.c123.linsi",360,0.00297391267843036
"GALGAL_R08738.c123.linsi",352,0.00498568860900982
"GALGAL_R08739.c123.linsi",359,0.00755935222817825
"GALGAL_R08740.c123.linsi",358,0.0080155818217122
"GALGAL_R08741.c123.linsi",345,0.00408673434142979
"GALGAL_R08742.c123.linsi",359,0.00266430920706486
"GALGAL_R08743.c123.linsi",361,0.00784196112951509
"GALGAL_R08744.c123.linsi",345,0.0075298420247324
"GALGAL_R08745.c123.linsi",292,0.00790806924136305
"GALGAL_R08746.c123.linsi",331,0.00454532336080145
"GALGAL_R08747.c123.linsi",278,0.00288396675154608
"GALGAL_R08748.c123.linsi",342,0.00732363400628089
"GALGAL_R08749.c123.linsi",353,0.00959378046627256
"GALGAL_R08750.c123.linsi",317,0.129494437199738
"GALGAL_R08751.c123.linsi",355,0.00387657861733358
"GALGAL_R08752.c123.linsi",307,0.00629172463056208
"GALGAL_R08753.c123.linsi",339,0.00495573826766909
"GALGAL_R08754.c123.linsi",319,0.00473720532193936
"GALGAL_R08755.c123.linsi",359,0.00472982524203587
"GALGAL_R08756.c123.linsi",314,0.00137698881401592
"GALGAL_R08757.c123.linsi",326,0.00125163835065841
"GALGAL_R08758.c123.linsi",328,0.00608401490504182
"GALGAL_R08759.c123.linsi",170,0.00556625835751022
"GALGAL_R08760.c123.linsi",340,0.00620564875520623
"GALGAL_R08761.c123.linsi",331,0.00268741313690828
"GALGAL_R08762.c123.linsi",355,0.00407269276819362
"GALGAL_R08763.c123.linsi",324,0.0019813761360538
"GALGAL_R08764.c123.linsi",315,0.00150868673367335
"GALGAL_R08765.c123.linsi",343,0.00462937398655214
"GALGAL_R08766.c123.linsi",339,0.00214576582983897
"GALGAL_R08767.c123.linsi",354,0.00202667329368516
"GALGAL_R08768.c123.linsi",332,0.00242913924979301
"GALGAL_R08769.c123.linsi",355,0.00315504985194293
"GALGAL_R08770.c123.linsi",337,0.00462296430959534
"GALGAL_R08771.c123.linsi",359,0.0121755114736457
"GALGAL_R08772.c123.linsi",345,0.0166158372756079
"GALGAL_R08773.c123.linsi",345,0.0189577470372821
"GALGAL_R08774.c123.linsi",359,0.00456292350555317
"GALGAL_R08775.c123.linsi",345,0.0037033075306991
"GALGAL_R08776.c123.linsi",276,0.0288839297632984
"GALGAL_R08777.c123.linsi",285,0.00733757583213664
"GALGAL_R08778.c123.linsi",4,0.00324890211335396
"GALGAL_R08779.c123.linsi",205,0.019982774142516
"GALGAL_R08780.c123.linsi",12,0.0207519236578949
"GALGAL_R08781.c123.linsi",26,0.0166048313294147
"GALGAL_R08782.c123.linsi",12,0.0402933632734658
"GALGAL_R08784.c123.linsi",8,0.00696390211511001
"GALGAL_R08785.c123.linsi",217,0.0191423414536988
"GALGAL_R08786.c123.linsi",14,0.0274942457004783
"GALGAL_R08787.c123.linsi",218,0.0296652632733666
"GALGAL_R08789.c123.linsi",357,0.00315739429541528
"GALGAL_R08790.c123.linsi",363,0.00276320307281652
"GALGAL_R08791.c123.linsi",359,0.00168834047431695
"GALGAL_R08792.c123.linsi",360,0.0049740742219177
"GALGAL_R08793.c123.linsi",349,0.00374420413542718
"GALGAL_R08794.c123.linsi",265,0.0155578534492274
"GALGAL_R08795.c123.linsi",336,0.00758232614676459
"GALGAL_R08796.c123.linsi",360,0.0048161194284029
"GALGAL_R08797.c123.linsi",357,0.0107296064250462
"GALGAL_R08798.c123.linsi",306,0.00203250315731142
"GALGAL_R08799.c123.linsi",348,0.0024698632161298
"GALGAL_R08800.c123.linsi",318,0.00295894114264141
"GALGAL_R08801.c123.linsi",356,0.00217366672098493
"GALGAL_R08802.c123.linsi",353,0.0221352247026563
"GALGAL_R08803.c123.linsi",327,0.0111458094972637
"GALGAL_R08804.c123.linsi",362,0.00306809142703086
"GALGAL_R08805.c123.linsi",355,0.00635593219492811
"GALGAL_R08806.c123.linsi",342,0.0206673772273669
"GALGAL_R08807.c123.linsi",329,0.00325762881116348
"GALGAL_R08808.c123.linsi",354,0.00426037806301793
"GALGAL_R08809.c123.linsi",355,0.0106130898301166
"GALGAL_R08810.c123.linsi",353,0.00723832085160107
"GALGAL_R08811.c123.linsi",359,0.00593490851299415
"GALGAL_R08812.c123.linsi",360,0.00388361936322916
"GALGAL_R08813.c123.linsi",353,0.0075412806666971
"GALGAL_R08814.c123.linsi",349,0.0215174601318919
"GALGAL_R08815.c123.linsi",354,0.00174936964352727
"GALGAL_R08816.c123.linsi",361,0.0170601697817321
"GALGAL_R08817.c123.linsi",343,0.00284726208789299
"GALGAL_R08818.c123.linsi",343,0.00429021513778611
"GALGAL_R08819.c123.linsi",355,0.00343183166286077
"GALGAL_R08820.c123.linsi",340,0.00471076165202738
"GALGAL_R08821.c123.linsi",361,0.00655054191876653
"GALGAL_R08822.c123.linsi",361,0.0118217398103828
"GALGAL_R08823.c123.linsi",311,0.00760127064746901
"GALGAL_R08824.c123.linsi",353,0.00632738234795437
"GALGAL_R08825.c123.linsi",346,0.0017866489215794
"GALGAL_R08826.c123.linsi",340,0.00940377983858934
"GALGAL_R08827.c123.linsi",169,0.00169488031521549
"GALGAL_R08828.c123.linsi",359,0.0029768875576743
"GALGAL_R08829.c123.linsi",169,0.0011838636738076
"GALGAL_R08830.c123.linsi",347,0.00241578325332074
"GALGAL_R08831.c123.linsi",240,0.00187913157985319
"GALGAL_R08832.c123.linsi",314,0.00196132024006609
"GALGAL_R08833.c123.linsi",359,0.00451357053644881
"GALGAL_R08834.c123.linsi",88,0.000980064509214756
"GALGAL_R08835.c123.linsi",357,0.00210902422742492
"GALGAL_R08836.c123.linsi",340,0.00208985971567617
"GALGAL_R08837.c123.linsi",356,0.0097983571628686
"GALGAL_R08838.c123.linsi",354,0.00395955843487193
"GALGAL_R08839.c123.linsi",357,0.00737787628042862
"GALGAL_R08840.c123.linsi",362,0.00362848383135093
"GALGAL_R08841.c123.linsi",356,0.00483285527002558
"GALGAL_R08842.c123.linsi",357,0.00423343457215162
"GALGAL_R08843.c123.linsi",335,0.0184959356496544
"GALGAL_R08844.c123.linsi",339,0.00298029422891939
"GALGAL_R08845.c123.linsi",360,0.00159991093535348
"GALGAL_R08846.c123.linsi",360,0.00553638016956668
"GALGAL_R08847.c123.linsi",361,0.00343548099491442
"GALGAL_R08848.c123.linsi",344,0.00320660403378212
"GALGAL_R08849.c123.linsi",357,0.00177298712793283
"GALGAL_R08850.c123.linsi",359,0.00233924451396208
"GALGAL_R08851.c123.linsi",300,0.00393159759769228
"GALGAL_R08852.c123.linsi",359,0.0137783088990605
"GALGAL_R08853.c123.linsi",323,0.00292183956541215
"GALGAL_R08854.c123.linsi",281,0.00383675451308775
"GALGAL_R08855.c123.linsi",326,0.000589460877888199
"GALGAL_R08856.c123.linsi",358,0.035440580471154
"GALGAL_R08857.c123.linsi",362,0.00234947777716659
"GALGAL_R08858.c123.linsi",360,0.00314516897720893
"GALGAL_R08859.c123.linsi",341,0.00307436058041695
"GALGAL_R08860.c123.linsi",257,0.00475540149673242
"GALGAL_R08861.c123.linsi",7,0.0337048646156021
"GALGAL_R08862.c123.linsi",63,0.0139206375082406
"GALGAL_R08863.c123.linsi",320,0.00109031571001432
"GALGAL_R08864.c123.linsi",311,0.00473936342523703
"GALGAL_R08865.c123.linsi",336,0.00219012441608836
"GALGAL_R08866.c123.linsi",359,0.00878872313559039
"GALGAL_R08867.c123.linsi",337,0.00467542667674854
"GALGAL_R08868.c123.linsi",360,0.0019709481404809
"GALGAL_R08869.c123.linsi",361,0.00509749134717279
"GALGAL_R08870.c123.linsi",266,0.000568261503102399
"GALGAL_R08871.c123.linsi",346,0.0030967090805004
"GALGAL_R08872.c123.linsi",354,0.00506522197255076
"GALGAL_R08873.c123.linsi",358,0.00254095895196183
"GALGAL_R08874.c123.linsi",323,0.00159254492963058
"GALGAL_R08875.c123.linsi",339,0.00563856412980435
"GALGAL_R08876.c123.linsi",358,0.00470937039383175
"GALGAL_R08877.c123.linsi",340,0.00199316829781294
"GALGAL_R08878.c123.linsi",337,0.00388795881369224
"GALGAL_R08879.c123.linsi",297,0.0195146698606748
"GALGAL_R08880.c123.linsi",343,0.00235138422639382
"GALGAL_R08881.c123.linsi",355,0.00995210527945782
"GALGAL_R08882.c123.linsi",361,0.00520104820182048
"GALGAL_R08883.c123.linsi",360,0.00315153369895787
"GALGAL_R08884.c123.linsi",357,0.00270082757716645
"GALGAL_R08885.c123.linsi",363,0.00439574537679478
"GALGAL_R08886.c123.linsi",355,0.0059653599330909
"GALGAL_R08887.c123.linsi",342,0.0108760082052602
"GALGAL_R08888.c123.linsi",358,0.00486503770655987
"GALGAL_R08889.c123.linsi",333,0.00369166017871966
"GALGAL_R08890.c123.linsi",354,0.00149774272479249
"GALGAL_R08891.c123.linsi",302,0.00639953785102555
"GALGAL_R08892.c123.linsi",325,0.00450606928458572
"GALGAL_R08893.c123.linsi",318,0.00177742339467774
"GALGAL_R08894.c123.linsi",361,0.00318997930801482
"GALGAL_R08895.c123.linsi",316,0.00185178137289736
"GALGAL_R08896.c123.linsi",321,0.00730653626666755
"GALGAL_R08897.c123.linsi",362,0.0102682111608436
"GALGAL_R08898.c123.linsi",348,0.00658280822045215
"GALGAL_R08899.c123.linsi",363,0.0063136041532234
"GALGAL_R08900.c123.linsi",331,0.00171991820409231
"GALGAL_R08901.c123.linsi",334,0.00443362982145901
"GALGAL_R08902.c123.linsi",218,0.0192731281801369
"GALGAL_R08903.c123.linsi",346,0.00316566728209839
"GALGAL_R08904.c123.linsi",244,0.019273349277567
"GALGAL_R08905.c123.linsi",352,0.0114709950313868
"GALGAL_R08906.c123.linsi",356,0.00282390131065493
"GALGAL_R08907.c123.linsi",357,0.00194718464098111
"GALGAL_R08908.c123.linsi",354,0.00241972711826205
"GALGAL_R08909.c123.linsi",356,0.0144273069075368
"GALGAL_R08910.c123.linsi",342,0.0330837131003725
"GALGAL_R08911.c123.linsi",332,0.00169643137629985
"GALGAL_R08912.c123.linsi",352,0.0110443420145172
"GALGAL_R08913.c123.linsi",356,0.00220512913609976
"GALGAL_R08914.c123.linsi",313,0.012160004572351
"GALGAL_R08915.c123.linsi",262,0.0195064322081049
"GALGAL_R08916.c123.linsi",349,0.00547873847131233
"GALGAL_R08917.c123.linsi",320,0.00626355946386708
"GALGAL_R08918.c123.linsi",350,0.00353654515567313
"GALGAL_R08919.c123.linsi",339,0.00275978181594989
"GALGAL_R08920.c123.linsi",7,0.010157590349137
"GALGAL_R08921.c123.linsi",335,0.00426883154071796
"GALGAL_R08922.c123.linsi",349,0.024573904925655
"GALGAL_R08923.c123.linsi",148,0.00604086664981208
"GALGAL_R08924.c123.linsi",357,0.00252569760129641
"GALGAL_R08925.c123.linsi",305,0.00394644154374813
"GALGAL_R08926.c123.linsi",287,0.00268196541027995
"GALGAL_R08927.c123.linsi",300,0.00285054355298049
"GALGAL_R08928.c123.linsi",284,0.00932578830297535
"GALGAL_R08929.c123.linsi",343,0.0105384254093915
"GALGAL_R08930.c123.linsi",354,0.0105678056179315
"GALGAL_R08931.c123.linsi",361,0.00262524415148054
"GALGAL_R08932.c123.linsi",347,0.032676426703078
"GALGAL_R08933.c123.linsi",204,0.0153721993531041
"GALGAL_R08934.c123.linsi",347,0.0061506832952076
"GALGAL_R08935.c123.linsi",361,0.00894979479970828
"GALGAL_R08936.c123.linsi",354,0.0033082055950953
"GALGAL_R08937.c123.linsi",335,0.00431506648456268
"GALGAL_R08938.c123.linsi",340,0.0072726590295035
"GALGAL_R08939.c123.linsi",350,0.00403459072041472
"GALGAL_R08940.c123.linsi",359,0.0056915055485205
"GALGAL_R08941.c123.linsi",359,0.00380885216804226
"GALGAL_R08942.c123.linsi",363,0.0129747980492011
"GALGAL_R08943.c123.linsi",356,0.00985281675850993
"GALGAL_R08944.c123.linsi",339,0.00503132987256997
"GALGAL_R08945.c123.linsi",305,0.00614683232333995
"GALGAL_R08946.c123.linsi",333,0.0605833285945602
"GALGAL_R08947.c123.linsi",346,0.0224953911700553
"GALGAL_R08948.c123.linsi",306,0.00494152463420749
"GALGAL_R08949.c123.linsi",336,0.00880272091677452
"GALGAL_R08950.c123.linsi",344,0.0207414609081939
"GALGAL_R08951.c123.linsi",283,0.0062859287335036
"GALGAL_R08952.c123.linsi",332,0.0033938425612042
"GALGAL_R08953.c123.linsi",313,0.0264041805633922
"GALGAL_R08954.c123.linsi",351,0.00583733153255105
"GALGAL_R08955.c123.linsi",352,0.0109991389727909
"GALGAL_R08956.c123.linsi",348,0.0251965701669097
"GALGAL_R08957.c123.linsi",348,0.0142022059387537
"GALGAL_R08958.c123.linsi",348,0.0118615630449911
"GALGAL_R08959.c123.linsi",351,0.00492993351721994
"GALGAL_R08960.c123.linsi",291,0.00788179073443283
"GALGAL_R08961.c123.linsi",354,0.00602397308421589
"GALGAL_R08962.c123.linsi",359,0.00203825887128262
"GALGAL_R08963.c123.linsi",334,0.0140920736793475
"GALGAL_R08964.c123.linsi",315,0.0356914914306516
"GALGAL_R08965.c123.linsi",342,0.00392047834563097
"GALGAL_R08966.c123.linsi",359,0.0116203758846458
"GALGAL_R08967.c123.linsi",348,0.00600424715765708
"GALGAL_R08968.c123.linsi",301,0.000928174853164762
"GALGAL_R08969.c123.linsi",341,0.00937575877117973
"GALGAL_R08970.c123.linsi",339,0.00339841224922894
"GALGAL_R08971.c123.linsi",358,0.0107854908652059
"GALGAL_R08972.c123.linsi",348,0.00487609682070155
"GALGAL_R08973.c123.linsi",354,0.0171935809162134
"GALGAL_R08974.c123.linsi",351,0.00180716589819123
"GALGAL_R08975.c123.linsi",338,0.00211683296566337
"GALGAL_R08976.c123.linsi",358,0.00206608564405741
"GALGAL_R08977.c123.linsi",355,0.000615443220841926
"GALGAL_R08978.c123.linsi",245,0.00800199314604955
"GALGAL_R08979.c123.linsi",356,0.00703529942294074
"GALGAL_R08980.c123.linsi",236,0.0166282074364051
"GALGAL_R08981.c123.linsi",338,0.00599216284834948
"GALGAL_R08982.c123.linsi",352,0.00677478565286567
"GALGAL_R08983.c123.linsi",360,0.00918316230587587
"GALGAL_R08984.c123.linsi",356,0.0104994150326693
"GALGAL_R08985.c123.linsi",248,0.00140740102154636
"GALGAL_R08986.c123.linsi",343,0.00358844669657324
"GALGAL_R08987.c123.linsi",317,0.00323626196866048
"GALGAL_R08988.c123.linsi",345,0.00313851357432755
"GALGAL_R08989.c123.linsi",342,0.0158816541389424
"GALGAL_R08990.c123.linsi",345,0.00229927578897101
"GALGAL_R08991.c123.linsi",331,0.00141019595173134
"GALGAL_R08992.c123.linsi",359,0.00707433440957619
"GALGAL_R08993.c123.linsi",343,0.00132200811662685
"GALGAL_R08994.c123.linsi",361,0.00244905445321577
"GALGAL_R08995.c123.linsi",357,0.00309287616329447
"GALGAL_R08996.c123.linsi",284,0.01447416196939
"GALGAL_R08997.c123.linsi",352,0.0331755802500961
"GALGAL_R08998.c123.linsi",278,0.00706597877929729
"GALGAL_R08999.c123.linsi",355,0.00916072379449313
"GALGAL_R09000.c123.linsi",349,0.0209132872080627
"GALGAL_R09001.c123.linsi",337,0.00396317067031581
"GALGAL_R09002.c123.linsi",183,0.00162263515701084
"GALGAL_R09003.c123.linsi",344,0.00856170570474131
"GALGAL_R09004.c123.linsi",335,0.00204517788577313
"GALGAL_R09005.c123.linsi",332,0.0256939838946578
