ID,GALGAL,OUT-0003
7086,GALGAL_R08113,ALCTOR_R10607
7087,GALGAL_R08114,ALCTOR_R10608
7088,GALGAL_R08115,ALCTOR_R07743
7089,GALGAL_R08116,ALCTOR_R05001
7090,GALGAL_R08117,ALCTOR_R12116
7091,GALGAL_R08120,ALCTOR_R12929
7092,GALGAL_R08121,ALCTOR_R00726
7093,GALGAL_R08122,-
7094,GALGAL_R08124,ALCTOR_R12354
7095,GALGAL_R08125,ALCTOR_R00304
7096,GALGAL_R08126,ALCTOR_R11720
7097,GALGAL_R08127,ALCTOR_R02453
7098,GALGAL_R08128,ALCTOR_R03307
7099,GALGAL_R08129,ALCTOR_R03308
7100,GALGAL_R08130,ALCTOR_R00586
7101,GALGAL_R08131,-
7102,GALGAL_R08132,ALCTOR_R10389
7103,GALGAL_R08133,ALCTOR_R02785
7104,GALGAL_R08134,ALCTOR_R10719
7105,GALGAL_R08135,ALCTOR_R03147
7106,GALGAL_R08136,ALCTOR_R06247
7107,GALGAL_R08137,ALCTOR_R06248
7108,GALGAL_R08138,ALCTOR_R04276
7109,GALGAL_R08139,ALCTOR_R05252
7110,GALGAL_R08140,ALCTOR_R02695
7111,GALGAL_R08141,ALCTOR_R08330
7112,GALGAL_R08142,ALCTOR_R09823
7113,GALGAL_R08143,ALCTOR_R09203
7114,GALGAL_R08144,ALCTOR_R09204
7115,GALGAL_R08145,ALCTOR_R09205
7116,GALGAL_R08146,ALCTOR_R01057
7117,GALGAL_R08147,-
7118,GALGAL_R08148,ALCTOR_R05090
7119,GALGAL_R08149,ALCTOR_R01221
7120,GALGAL_R08150,ALCTOR_R07035
7121,GALGAL_R08151,ALCTOR_R05905
7122,GALGAL_R08152,ALCTOR_R05909
7123,GALGAL_R08153,ALCTOR_R11164
7124,GALGAL_R08154,ALCTOR_R13009
7125,GALGAL_R08155,ALCTOR_R08072
7126,GALGAL_R08156,ALCTOR_R07957
7127,GALGAL_R08157,ALCTOR_R07954
7128,GALGAL_R08158,ALCTOR_R11918
7129,GALGAL_R08160,-
7130,GALGAL_R08161,ALCTOR_R14057
7131,GALGAL_R08162,ALCTOR_R01214
7132,GALGAL_R08163,ALCTOR_R02188
7133,GALGAL_R08164,ALCTOR_R10426
7134,GALGAL_R08165,-
7135,GALGAL_R08166,ALCTOR_R00165
7136,GALGAL_R08167,ALCTOR_R13246
7137,GALGAL_R08168,ALCTOR_R13247
7138,GALGAL_R08169,ALCTOR_R02818
7139,GALGAL_R08170,ALCTOR_R11502
7140,GALGAL_R08171,ALCTOR_R02922
7141,GALGAL_R08172,ALCTOR_R07557
7142,GALGAL_R08173,ALCTOR_R07558
7143,GALGAL_R08174,ALCTOR_R07559
7144,GALGAL_R08175,ALCTOR_R10200
7145,GALGAL_R08176,ALCTOR_R10201
7146,GALGAL_R08177,-
7147,GALGAL_R08178,ALCTOR_R04903
7148,GALGAL_R08179,ALCTOR_R06717
7149,GALGAL_R08180,-
7150,GALGAL_R08181,ALCTOR_R05352
7151,GALGAL_R08182,-
7152,GALGAL_R08188,ALCTOR_R10571
7153,GALGAL_R08189,ALCTOR_R00874
7154,GALGAL_R08190,ALCTOR_R02375
7155,GALGAL_R08191,ALCTOR_R02376
7156,GALGAL_R08192,ALCTOR_R03343
7157,GALGAL_R08193,ALCTOR_R03352
7158,GALGAL_R08194,ALCTOR_R02205
7159,GALGAL_R08195,ALCTOR_R03399
7160,GALGAL_R08196,ALCTOR_R03400
7161,GALGAL_R08197,ALCTOR_R03401
7162,GALGAL_R08198,ALCTOR_R03668
7163,GALGAL_R08199,ALCTOR_R03667
7164,GALGAL_R08200,ALCTOR_R10700
7165,GALGAL_R08201,ALCTOR_R05129
7166,GALGAL_R08202,-
7167,GALGAL_R08203,-
7168,GALGAL_R08204,ALCTOR_R09232
7169,GALGAL_R08205,ALCTOR_R09233
7170,GALGAL_R08206,ALCTOR_R09234
7171,GALGAL_R08207,ALCTOR_R05625
7172,GALGAL_R08208,ALCTOR_R05760
7173,GALGAL_R08209,ALCTOR_R05761
7174,GALGAL_R08210,ALCTOR_R10069
7175,GALGAL_R08211,ALCTOR_R05418
7176,GALGAL_R08212,ALCTOR_R04281
7177,GALGAL_R08213,ALCTOR_R09914
7178,GALGAL_R08214,-
7179,GALGAL_R08215,ALCTOR_R09589
7180,GALGAL_R08216,-
7181,GALGAL_R08217,ALCTOR_R05818
7182,GALGAL_R08218,-
7183,GALGAL_R08219,ALCTOR_R08653
7184,GALGAL_R08220,-
7185,GALGAL_R08221,-
7186,GALGAL_R08222,ALCTOR_R11219
7187,GALGAL_R08223,ALCTOR_R11220
7188,GALGAL_R08224,ALCTOR_R08588
7189,GALGAL_R08225,ALCTOR_R08598
7190,GALGAL_R08228,ALCTOR_R14429
7191,GALGAL_R08229,ALCTOR_R09504
7192,GALGAL_R08230,ALCTOR_R14416
7193,GALGAL_R08231,ALCTOR_R12444
7194,GALGAL_R08232,-
7195,GALGAL_R08233,ALCTOR_R04626
7196,GALGAL_R08234,ALCTOR_R12829
7197,GALGAL_R08235,ALCTOR_R09117
7198,GALGAL_R08236,ALCTOR_R09118
7199,GALGAL_R08237,ALCTOR_R10660
7200,GALGAL_R08238,ALCTOR_R00790
7201,GALGAL_R08239,ALCTOR_R00791
7202,GALGAL_R08240,ALCTOR_R10661
7203,GALGAL_R08241,ALCTOR_R11405
7204,GALGAL_R08242,ALCTOR_R03004
7205,GALGAL_R08243,ALCTOR_R03005
7206,GALGAL_R08244,ALCTOR_R03006
7207,GALGAL_R08245,ALCTOR_R04968
7208,GALGAL_R08246,ALCTOR_R07168
7209,GALGAL_R08248,ALCTOR_R07169
7210,GALGAL_R08249,ALCTOR_R07170
7211,GALGAL_R08250,ALCTOR_R07171
7212,GALGAL_R08251,ALCTOR_R07172
7213,GALGAL_R08252,ALCTOR_R07173
7214,GALGAL_R08253,ALCTOR_R00594
7215,GALGAL_R08254,ALCTOR_R11077
7216,GALGAL_R08255,ALCTOR_R14044
7217,GALGAL_R08256,ALCTOR_R02157
7218,GALGAL_R08257,ALCTOR_R07524
7219,GALGAL_R08258,ALCTOR_R07525
7220,GALGAL_R08259,ALCTOR_R07526
7221,GALGAL_R08260,ALCTOR_R12262
7222,GALGAL_R08261,ALCTOR_R12263
7223,GALGAL_R08262,-
7224,GALGAL_R08263,ALCTOR_R12048
7225,GALGAL_R08264,ALCTOR_R12479
7226,GALGAL_R08265,ALCTOR_R10535
7227,GALGAL_R08266,-
7228,GALGAL_R08267,ALCTOR_R02268
7229,GALGAL_R08268,ALCTOR_R02269
7230,GALGAL_R08269,ALCTOR_R13883
7231,GALGAL_R08270,ALCTOR_R13884
7232,GALGAL_R08271,ALCTOR_R01151
7233,GALGAL_R08272,ALCTOR_R06118
7234,GALGAL_R08273,ALCTOR_R06119
7235,GALGAL_R08274,ALCTOR_R02791
7236,GALGAL_R08275,ALCTOR_R07540
7237,GALGAL_R08276,ALCTOR_R13707
7238,GALGAL_R08277,ALCTOR_R05949
7239,GALGAL_R08278,ALCTOR_R00136
7240,GALGAL_R08279,ALCTOR_R14025
7241,GALGAL_R08280,ALCTOR_R09018
7242,GALGAL_R08281,-
7243,GALGAL_R08282,ALCTOR_R10208
7244,GALGAL_R08284,ALCTOR_R14852
7245,GALGAL_R08285,-
7246,GALGAL_R08286,ALCTOR_R04043
7247,GALGAL_R08287,ALCTOR_R05137
7248,GALGAL_R08288,ALCTOR_R08865
7249,GALGAL_R08289,ALCTOR_R08866
7250,GALGAL_R08290,ALCTOR_R09522
7251,GALGAL_R08291,-
7252,GALGAL_R08292,ALCTOR_R02458
7253,GALGAL_R08293,ALCTOR_R13972
7254,GALGAL_R08294,ALCTOR_R10259
7255,GALGAL_R08295,ALCTOR_R10260
7256,GALGAL_R08296,ALCTOR_R12864
7257,GALGAL_R08297,-
7258,GALGAL_R08298,ALCTOR_R14346
7259,GALGAL_R08299,ALCTOR_R00503
7260,GALGAL_R08301,ALCTOR_R03532
7261,GALGAL_R08302,ALCTOR_R08183
7262,GALGAL_R08309,ALCTOR_R03934
7263,GALGAL_R08310,ALCTOR_R00711
7264,GALGAL_R08311,ALCTOR_R00712
7265,GALGAL_R08312,ALCTOR_R08090
7266,GALGAL_R08313,ALCTOR_R03510
7267,GALGAL_R08314,ALCTOR_R03511
7268,GALGAL_R08315,ALCTOR_R06686
7269,GALGAL_R08316,ALCTOR_R00986
7270,GALGAL_R08317,ALCTOR_R06597
7271,GALGAL_R08318,ALCTOR_R10533
7272,GALGAL_R08319,ALCTOR_R07799
7273,GALGAL_R08331,-
7274,GALGAL_R08333,ALCTOR_R05232
7275,GALGAL_R08334,ALCTOR_R01537
7276,GALGAL_R08335,ALCTOR_R01538
7277,GALGAL_R08336,ALCTOR_R06034
7278,GALGAL_R08337,ALCTOR_R09703
7279,GALGAL_R08338,ALCTOR_R01697
7280,GALGAL_R08339,ALCTOR_R01698
7281,GALGAL_R08340,ALCTOR_R06612
7282,GALGAL_R08341,ALCTOR_R06132
7283,GALGAL_R08342,ALCTOR_R06133
7284,GALGAL_R08343,ALCTOR_R13486
7285,GALGAL_R08344,ALCTOR_R11799
7286,GALGAL_R08345,ALCTOR_R11800
7287,GALGAL_R08346,ALCTOR_R02501
7288,GALGAL_R08347,ALCTOR_R02502
7289,GALGAL_R08348,ALCTOR_R11372
7290,GALGAL_R08349,ALCTOR_R11619
7291,GALGAL_R08350,ALCTOR_R11189
7292,GALGAL_R08351,ALCTOR_R10485
7293,GALGAL_R08352,ALCTOR_R10486
7294,GALGAL_R08353,ALCTOR_R06994
7295,GALGAL_R08354,-
7296,GALGAL_R08355,ALCTOR_R05401
7297,GALGAL_R08356,ALCTOR_R12894
7298,GALGAL_R08357,ALCTOR_R12270
7299,GALGAL_R08358,ALCTOR_R07906
7300,GALGAL_R08359,ALCTOR_R11002
7301,GALGAL_R08360,ALCTOR_R09242
7302,GALGAL_R08361,ALCTOR_R06437
7303,GALGAL_R08362,ALCTOR_R09068
7304,GALGAL_R08363,ALCTOR_R09069
7305,GALGAL_R08364,ALCTOR_R04062
7306,GALGAL_R08365,ALCTOR_R02463
7307,GALGAL_R08366,ALCTOR_R06484
7308,GALGAL_R08367,-
7309,GALGAL_R08368,ALCTOR_R08251
7310,GALGAL_R08369,-
7311,GALGAL_R08370,-
7312,GALGAL_R08371,ALCTOR_R03514
7313,GALGAL_R08372,ALCTOR_R14192
7314,GALGAL_R08373,ALCTOR_R06952
7315,GALGAL_R08374,ALCTOR_R06237
7316,GALGAL_R08375,ALCTOR_R06238
7317,GALGAL_R08376,ALCTOR_R11486
7318,GALGAL_R08377,ALCTOR_R10761
7319,GALGAL_R08378,ALCTOR_R00833
7320,GALGAL_R08379,ALCTOR_R13488
7321,GALGAL_R08380,ALCTOR_R13489
7322,GALGAL_R08381,ALCTOR_R06515
7323,GALGAL_R08382,ALCTOR_R10937
7324,GALGAL_R08383,ALCTOR_R08292
7325,GALGAL_R08387,ALCTOR_R06053
7326,GALGAL_R08388,ALCTOR_R03553
7327,GALGAL_R08389,ALCTOR_R10630
7328,GALGAL_R08390,ALCTOR_R10631
7329,GALGAL_R08391,ALCTOR_R01964
7330,GALGAL_R08392,ALCTOR_R09166
7331,GALGAL_R08393,-
7332,GALGAL_R08394,ALCTOR_R03843
7333,GALGAL_R08395,ALCTOR_R07606
7334,GALGAL_R08396,ALCTOR_R10356
7335,GALGAL_R08397,ALCTOR_R15193
7336,GALGAL_R08398,ALCTOR_R05971
7337,GALGAL_R08399,ALCTOR_R05972
7338,GALGAL_R08400,-
7339,GALGAL_R08401,ALCTOR_R12389
7340,GALGAL_R08402,ALCTOR_R02191
7341,GALGAL_R08403,ALCTOR_R08230
7342,GALGAL_R08404,ALCTOR_R05024
7343,GALGAL_R08405,ALCTOR_R05022
7344,GALGAL_R08406,ALCTOR_R01146
7345,GALGAL_R08407,ALCTOR_R10131
7346,GALGAL_R08408,ALCTOR_R10132
7347,GALGAL_R08409,ALCTOR_R10063
7348,GALGAL_R08410,ALCTOR_R04937
7349,GALGAL_R08411,ALCTOR_R06469
7350,GALGAL_R08412,ALCTOR_R07314
7351,GALGAL_R08413,ALCTOR_R07308
7352,GALGAL_R08414,ALCTOR_R08069
7353,GALGAL_R08415,ALCTOR_R07114
7354,GALGAL_R08416,ALCTOR_R00461
7355,GALGAL_R08417,ALCTOR_R01059
7356,GALGAL_R08418,ALCTOR_R07041
7357,GALGAL_R08419,ALCTOR_R08192
7358,GALGAL_R08420,ALCTOR_R06167
7359,GALGAL_R08421,ALCTOR_R03878
7360,GALGAL_R08422,-
7361,GALGAL_R08423,ALCTOR_R04147
7362,GALGAL_R08424,ALCTOR_R02522
7363,GALGAL_R08425,ALCTOR_R02523
7364,GALGAL_R08426,ALCTOR_R04116
7365,GALGAL_R08427,ALCTOR_R02812
7366,GALGAL_R08428,ALCTOR_R01201
7367,GALGAL_R08429,-
7368,GALGAL_R08430,ALCTOR_R04820
7369,GALGAL_R08431,ALCTOR_R04309
7370,GALGAL_R08432,-
7371,GALGAL_R08433,ALCTOR_R11715
7372,GALGAL_R08434,ALCTOR_R14065
7373,GALGAL_R08436,-
7374,GALGAL_R08437,-
7375,GALGAL_R08438,ALCTOR_R08138
7376,GALGAL_R08440,ALCTOR_R12887
7377,GALGAL_R08441,ALCTOR_R13168
7378,GALGAL_R08442,ALCTOR_R10357
7379,GALGAL_R08443,ALCTOR_R08352
7380,GALGAL_R08444,ALCTOR_R04283
7381,GALGAL_R08445,ALCTOR_R10762
7382,GALGAL_R08446,ALCTOR_R10594
7383,GALGAL_R08447,ALCTOR_R04106
7384,GALGAL_R08448,-
7385,GALGAL_R08449,-
7386,GALGAL_R08450,-
7387,GALGAL_R08451,ALCTOR_R13203
7388,GALGAL_R08452,ALCTOR_R00166
7389,GALGAL_R08453,ALCTOR_R06687
7390,GALGAL_R08454,ALCTOR_R13010
7391,GALGAL_R08455,-
7392,GALGAL_R08456,ALCTOR_R13925
7393,GALGAL_R08457,-
7394,GALGAL_R08458,ALCTOR_R05183
7395,GALGAL_R08459,-
7396,GALGAL_R08460,ALCTOR_R02709
7397,GALGAL_R08461,ALCTOR_R08969
7398,GALGAL_R08462,-
7399,GALGAL_R08463,-
7400,GALGAL_R08464,ALCTOR_R13659
7401,GALGAL_R08465,ALCTOR_R04311
7402,GALGAL_R08466,ALCTOR_R04312
7403,GALGAL_R08467,ALCTOR_R08473
7404,GALGAL_R08468,-
7405,GALGAL_R08470,ALCTOR_R10337
7406,GALGAL_R08471,ALCTOR_R06054
7407,GALGAL_R08472,ALCTOR_R02555
7408,GALGAL_R08473,ALCTOR_R10763
7409,GALGAL_R08474,ALCTOR_R02081
7410,GALGAL_R08475,ALCTOR_R12557
7411,GALGAL_R08476,ALCTOR_R11001
7412,GALGAL_R08478,-
7413,GALGAL_R08479,ALCTOR_R11802
7414,GALGAL_R08480,ALCTOR_R10397
7415,GALGAL_R08481,ALCTOR_R06134
7416,GALGAL_R08483,ALCTOR_R10596
7417,GALGAL_R08484,ALCTOR_R06977
7418,GALGAL_R08485,ALCTOR_R14585
7419,GALGAL_R08486,ALCTOR_R02459
7420,GALGAL_R08487,ALCTOR_R05138
7421,GALGAL_R08488,-
7422,GALGAL_R08489,ALCTOR_R10993
7423,GALGAL_R08490,ALCTOR_R12606
7424,GALGAL_R08491,ALCTOR_R10537
7425,GALGAL_R08492,ALCTOR_R08342
7426,GALGAL_R08495,-
7427,GALGAL_R08496,-
7428,GALGAL_R08497,-
7429,GALGAL_R08498,ALCTOR_R09075
7430,GALGAL_R08499,ALCTOR_R04247
7431,GALGAL_R08500,ALCTOR_R07116
7432,GALGAL_R08501,ALCTOR_R11739
7433,GALGAL_R08502,-
7434,GALGAL_R08503,-
7435,GALGAL_R08504,ALCTOR_R10427
7436,GALGAL_R08505,ALCTOR_R01360
7437,GALGAL_R08506,ALCTOR_R06291
7438,GALGAL_R08507,ALCTOR_R06292
7439,GALGAL_R08508,ALCTOR_R08438
7440,GALGAL_R08509,ALCTOR_R03148
7441,GALGAL_R08510,ALCTOR_R09876
7442,GALGAL_R08511,ALCTOR_R12117
7443,GALGAL_R08512,ALCTOR_R12118
7444,GALGAL_R08513,ALCTOR_R13587
7445,GALGAL_R08514,-
7446,GALGAL_R08515,ALCTOR_R09619
7447,GALGAL_R08516,-
7448,GALGAL_R08517,-
7449,GALGAL_R08518,-
7450,GALGAL_R08519,ALCTOR_R02963
7451,GALGAL_R08520,ALCTOR_R08968
7452,GALGAL_R08521,ALCTOR_R11367
7453,GALGAL_R08522,-
7454,GALGAL_R08524,ALCTOR_R04007
7455,GALGAL_R08525,ALCTOR_R13016
7456,GALGAL_R08526,-
7457,GALGAL_R08527,-
7458,GALGAL_R08528,-
7459,GALGAL_R08529,ALCTOR_R10720
7460,GALGAL_R08530,ALCTOR_R15166
7461,GALGAL_R08531,ALCTOR_R05132
7462,GALGAL_R08532,-
7463,GALGAL_R08534,ALCTOR_R10133
7464,GALGAL_R08535,ALCTOR_R01787
7465,GALGAL_R08536,ALCTOR_R01377
7466,GALGAL_R08537,-
7467,GALGAL_R08538,ALCTOR_R15269
7468,GALGAL_R08539,ALCTOR_R05533
7469,GALGAL_R08540,ALCTOR_R06003
7470,GALGAL_R08542,ALCTOR_R12445
7471,GALGAL_R08543,ALCTOR_R02159
7472,GALGAL_R08544,-
7473,GALGAL_R08545,-
7474,GALGAL_R08546,-
7475,GALGAL_R08547,-
7476,GALGAL_R08548,ALCTOR_R01539
7477,GALGAL_R08549,-
7478,GALGAL_R08551,-
7479,GALGAL_R08552,ALCTOR_R05434
7480,GALGAL_R08553,-
7481,GALGAL_R08554,-
7482,GALGAL_R08555,ALCTOR_R01532
7483,GALGAL_R08556,ALCTOR_R01535
7484,GALGAL_R08558,ALCTOR_R10662
7485,GALGAL_R08559,ALCTOR_R11716
7486,GALGAL_R08560,ALCTOR_R01284
7487,GALGAL_R08561,-
7488,GALGAL_R08562,ALCTOR_R05174
7489,GALGAL_R08563,ALCTOR_R04135
7490,GALGAL_R08564,-
7491,GALGAL_R08565,ALCTOR_R07843
7492,GALGAL_R08566,-
7493,GALGAL_R08567,-
7494,GALGAL_R08569,-
7495,GALGAL_R08570,-
7496,GALGAL_R08571,ALCTOR_R08654
7497,GALGAL_R08572,-
7498,GALGAL_R08573,-
7499,GALGAL_R08574,-
7500,GALGAL_R08575,ALCTOR_R00995
7501,GALGAL_R08576,ALCTOR_R06002
7502,GALGAL_R08578,ALCTOR_R06468
7503,GALGAL_R08579,ALCTOR_R12571
7504,GALGAL_R08581,ALCTOR_R04700
7505,GALGAL_R08582,ALCTOR_R04242
7506,GALGAL_R08583,ALCTOR_R10572
7507,GALGAL_R08584,-
7508,GALGAL_R08586,-
7509,GALGAL_R08588,-
7510,GALGAL_R08589,ALCTOR_R01427
7511,GALGAL_R08590,ALCTOR_R13926
7512,GALGAL_R08591,ALCTOR_R12654
7513,GALGAL_R08592,ALCTOR_R13485
7514,GALGAL_R08593,ALCTOR_R08868
7515,GALGAL_R08594,-
7516,GALGAL_R08595,ALCTOR_R08870
7517,GALGAL_R08596,ALCTOR_R00760
7518,GALGAL_R08597,ALCTOR_R14301
7519,GALGAL_R08598,ALCTOR_R00524
7520,GALGAL_R08599,ALCTOR_R00525
7521,GALGAL_R08600,ALCTOR_R07039
7522,GALGAL_R08604,ALCTOR_R04093
7523,GALGAL_R08605,ALCTOR_R09410
7524,GALGAL_R08606,ALCTOR_R02059
7525,GALGAL_R08607,ALCTOR_R02060
7526,GALGAL_R08608,-
7527,GALGAL_R08609,ALCTOR_R14173
7528,GALGAL_R08610,ALCTOR_R12173
7529,GALGAL_R08611,ALCTOR_R08305
7530,GALGAL_R08612,ALCTOR_R02242
7531,GALGAL_R08613,ALCTOR_R03750
7532,GALGAL_R08614,ALCTOR_R03751
7533,GALGAL_R08615,ALCTOR_R12155
7534,GALGAL_R08616,ALCTOR_R11717
7535,GALGAL_R08617,ALCTOR_R11718
7536,GALGAL_R08618,ALCTOR_R11719
7537,GALGAL_R08619,ALCTOR_R04955
7538,GALGAL_R08620,-
7539,GALGAL_R08621,ALCTOR_R00530
7540,GALGAL_R08622,ALCTOR_R00531
7541,GALGAL_R08623,ALCTOR_R05284
7542,GALGAL_R08624,ALCTOR_R09857
7543,GALGAL_R08625,ALCTOR_R07279
7544,GALGAL_R08626,ALCTOR_R07280
7545,GALGAL_R08627,ALCTOR_R09620
7546,GALGAL_R08628,ALCTOR_R11479
7547,GALGAL_R08629,ALCTOR_R06919
7548,GALGAL_R08630,-
7549,GALGAL_R08631,ALCTOR_R13298
7550,GALGAL_R08632,ALCTOR_R13296
7551,GALGAL_R08633,ALCTOR_R07816
7552,GALGAL_R08634,ALCTOR_R12077
7553,GALGAL_R08635,ALCTOR_R12078
7554,GALGAL_R08636,ALCTOR_R12079
7555,GALGAL_R08637,ALCTOR_R01788
7556,GALGAL_R08638,ALCTOR_R01789
7557,GALGAL_R08639,ALCTOR_R01790
7558,GALGAL_R08640,ALCTOR_R01791
7559,GALGAL_R08641,ALCTOR_R14150
7560,GALGAL_R08642,ALCTOR_R10493
7561,GALGAL_R08643,ALCTOR_R01069
7562,GALGAL_R08644,-
7563,GALGAL_R08645,ALCTOR_R14027
7564,GALGAL_R08646,ALCTOR_R12729
7565,GALGAL_R08647,-
7566,GALGAL_R08648,ALCTOR_R06781
7567,GALGAL_R08649,ALCTOR_R10609
7568,GALGAL_R08650,ALCTOR_R10610
7569,GALGAL_R08651,ALCTOR_R07741
7570,GALGAL_R08652,ALCTOR_R07742
7571,GALGAL_R08653,ALCTOR_R05002
7572,GALGAL_R08654,ALCTOR_R04480
7573,GALGAL_R08655,ALCTOR_R06340
7574,GALGAL_R08656,ALCTOR_R06341
7575,GALGAL_R08657,ALCTOR_R14688
7576,GALGAL_R08658,ALCTOR_R06342
7577,GALGAL_R08659,ALCTOR_R10510
7578,GALGAL_R08660,ALCTOR_R10511
7579,GALGAL_R08661,-
7580,GALGAL_R08662,-
7581,GALGAL_R08663,-
7582,GALGAL_R08664,-
7583,GALGAL_R08665,ALCTOR_R02197
7584,GALGAL_R08666,ALCTOR_R13973
7585,GALGAL_R08667,ALCTOR_R01130
7586,GALGAL_R08668,ALCTOR_R08448
7587,GALGAL_R08669,ALCTOR_R12119
7588,GALGAL_R08670,ALCTOR_R14326
7589,GALGAL_R08671,ALCTOR_R06840
7590,GALGAL_R08672,ALCTOR_R06841
7591,GALGAL_R08673,ALCTOR_R10261
7592,GALGAL_R08674,ALCTOR_R10262
7593,GALGAL_R08675,ALCTOR_R10263
7594,GALGAL_R08676,ALCTOR_R14322
7595,GALGAL_R08677,ALCTOR_R03897
7596,GALGAL_R08678,ALCTOR_R00947
7597,GALGAL_R08679,ALCTOR_R11250
7598,GALGAL_R08680,ALCTOR_R10595
7599,GALGAL_R08681,ALCTOR_R13554
7600,GALGAL_R08682,-
7601,GALGAL_R08683,ALCTOR_R13555
7602,GALGAL_R08684,ALCTOR_R03953
7603,GALGAL_R08685,ALCTOR_R00504
7604,GALGAL_R08686,ALCTOR_R00505
7605,GALGAL_R08687,ALCTOR_R00305
7606,GALGAL_R08688,ALCTOR_R00306
7607,GALGAL_R08689,ALCTOR_R00307
7608,GALGAL_R08691,ALCTOR_R00308
7609,GALGAL_R08692,ALCTOR_R00309
7610,GALGAL_R08693,ALCTOR_R08125
7611,GALGAL_R08694,ALCTOR_R08126
7612,GALGAL_R08695,-
7613,GALGAL_R08696,ALCTOR_R10011
7614,GALGAL_R08697,ALCTOR_R04110
7615,GALGAL_R08698,ALCTOR_R03309
7616,GALGAL_R08699,ALCTOR_R03310
7617,GALGAL_R08700,ALCTOR_R14002
7618,GALGAL_R08701,ALCTOR_R03311
7619,GALGAL_R08702,ALCTOR_R01035
7620,GALGAL_R08703,ALCTOR_R01036
7621,GALGAL_R08704,-
7622,GALGAL_R08705,ALCTOR_R05602
7623,GALGAL_R08706,ALCTOR_R09815
7624,GALGAL_R08707,-
7625,GALGAL_R08708,ALCTOR_R00587
7626,GALGAL_R08709,ALCTOR_R00588
7627,GALGAL_R08710,ALCTOR_R10390
7628,GALGAL_R08711,ALCTOR_R10391
7629,GALGAL_R08712,-
7630,GALGAL_R08713,ALCTOR_R01159
7631,GALGAL_R08714,-
7632,GALGAL_R08715,ALCTOR_R11233
7633,GALGAL_R08716,ALCTOR_R10721
7634,GALGAL_R08717,ALCTOR_R10989
7635,GALGAL_R08718,ALCTOR_R10990
7636,GALGAL_R08719,ALCTOR_R03149
7637,GALGAL_R08720,ALCTOR_R10991
7638,GALGAL_R08721,ALCTOR_R06249
7639,GALGAL_R08722,ALCTOR_R03935
7640,GALGAL_R08723,ALCTOR_R13749
7641,GALGAL_R08724,ALCTOR_R05267
7642,GALGAL_R08725,ALCTOR_R08091
7643,GALGAL_R08726,ALCTOR_R00709
7644,GALGAL_R08727,ALCTOR_R05253
7645,GALGAL_R08728,ALCTOR_R08526
7646,GALGAL_R08729,ALCTOR_R03512
7647,GALGAL_R08730,ALCTOR_R13927
7648,GALGAL_R08731,ALCTOR_R08541
7649,GALGAL_R08732,ALCTOR_R12578
7650,GALGAL_R08733,ALCTOR_R04068
7651,GALGAL_R08734,-
7652,GALGAL_R08735,ALCTOR_R04701
7653,GALGAL_R08736,ALCTOR_R09798
7654,GALGAL_R08737,ALCTOR_R04702
7655,GALGAL_R08738,ALCTOR_R04703
7656,GALGAL_R08739,ALCTOR_R04704
7657,GALGAL_R08740,ALCTOR_R10534
7658,GALGAL_R08741,ALCTOR_R14383
7659,GALGAL_R08742,ALCTOR_R07800
7660,GALGAL_R08743,ALCTOR_R07801
7661,GALGAL_R08744,ALCTOR_R10701
7662,GALGAL_R08745,ALCTOR_R01058
7663,GALGAL_R08746,ALCTOR_R06834
7664,GALGAL_R08747,ALCTOR_R06535
7665,GALGAL_R08748,ALCTOR_R14103
7666,GALGAL_R08749,ALCTOR_R14104
7667,GALGAL_R08750,ALCTOR_R14855
7668,GALGAL_R08751,ALCTOR_R14377
7669,GALGAL_R08752,ALCTOR_R06935
7670,GALGAL_R08753,ALCTOR_R04152
7671,GALGAL_R08754,ALCTOR_R08609
7672,GALGAL_R08755,ALCTOR_R05091
7673,GALGAL_R08756,ALCTOR_R03730
7674,GALGAL_R08757,ALCTOR_R03731
7675,GALGAL_R08758,ALCTOR_R11387
7676,GALGAL_R08759,ALCTOR_R03713
7677,GALGAL_R08760,ALCTOR_R03714
7678,GALGAL_R08761,ALCTOR_R03715
7679,GALGAL_R08762,ALCTOR_R12016
7680,GALGAL_R08763,ALCTOR_R08291
7681,GALGAL_R08764,ALCTOR_R05906
7682,GALGAL_R08765,ALCTOR_R05907
7683,GALGAL_R08766,ALCTOR_R05908
7684,GALGAL_R08767,ALCTOR_R09978
7685,GALGAL_R08768,ALCTOR_R05910
7686,GALGAL_R08769,ALCTOR_R11165
7687,GALGAL_R08770,ALCTOR_R08945
7688,GALGAL_R08771,ALCTOR_R08946
7689,GALGAL_R08772,ALCTOR_R13011
7690,GALGAL_R08773,ALCTOR_R13012
7691,GALGAL_R08774,ALCTOR_R13014
7692,GALGAL_R08775,ALCTOR_R08947
7693,GALGAL_R08776,ALCTOR_R13017
7694,GALGAL_R08777,ALCTOR_R04330
7695,GALGAL_R08778,-
7696,GALGAL_R08779,ALCTOR_R08655
7697,GALGAL_R08780,-
7698,GALGAL_R08781,-
7699,GALGAL_R08782,-
7700,GALGAL_R08783,-
7701,GALGAL_R08784,-
7702,GALGAL_R08785,-
7703,GALGAL_R08786,-
7704,GALGAL_R08787,-
7705,GALGAL_R08788,-
7706,GALGAL_R08789,ALCTOR_R08073
7707,GALGAL_R08790,ALCTOR_R08074
